,eventairport_conv,count,eventcity,event_fullstate,eventstate,count_by_loc,,
481,cleveland municipal,10,cleveland,Mississippi,MS,4,,
482,whalen,10,put in bay,Ohio,OH,10,,
483,westover field amador county,10,jackson,California,CA,10,,
484,skydive chicago,10,ottawa,Illinois,IL,9,,
485,skydive chicago,10,dayton,Illinois,IL,1,,
486,oakland southwest,10,new hudson,Michigan,MI,10,,
487,west 30th st.,10,new york,New York,NY,8,,
488,west 30th st.,10,new york city,New York,NY,1,,
489,west 30th st.,10,edgewater,New Jersey,NJ,1,,
490,smithville municipal,10,smithville,New Jersey,NJ,4,,
491,smithville municipal,10,smithville,Texas,TX,1,,
492,smithville municipal,10,smithville,Tennessee,TN,5,,
493,independence state,10,independence,Oregon,OR,10,,
494,twitchell,10,turner,Maine,ME,9,,
495,twitchell,10,turner,Massachusetts,MA,1,,
496,boerne stage field,10,san antonio,Texas,TX,9,,
497,boerne stage field,10,boerne,Texas,TX,1,,
498,grove city,10,grove city,Pennsylvania,PA,9,,
499,grove city,10,mercer,Pennsylvania,PA,1,,
500,twin lakes,10,twin lakes,North Carolina,NC,1,,
501,twin lakes,10,mocksville,North Carolina,NC,6,,
502,twin lakes,10,advance,North Carolina,NC,1,,
503,twin lakes,10,midwest city,Oklahoma,OK,1,,
504,twin lakes,10,trenton,South Carolina,SC,1,,
505,mountain empire,10,marion,Virginia,VA,9,,
506,mountain empire,10,,Virginia,VA,0,,
507,mountain empire,10,rural retreat,Virginia,VA,1,,
508,thomaston upson county,10,thomaston,Georgia,GA,10,,
509,crystal municipal,9,crystal,Minnesota,MN,9,,
510,joseph a. hardy connellsville,9,connellsville,Pennsylvania,PA,9,,
511,katama airpark,9,edgartown,Massachusetts,MA,9,,
512,sky ranch at carefree,9,carefree,Arizona,AZ,9,,
513,bacon county,9,alma,Georgia,GA,8,,
514,bacon county,9,douglas,Georgia,GA,1,,
515,ottawa municipal,9,ottawa,Illinois,IL,1,,
516,ottawa municipal,9,ottawa,Kansas,KS,8,,
517,mcchord field joint base lewis mcchord,9,orting,Washington,WA,1,,
518,mcchord field joint base lewis mcchord,9,tacoma,Washington,WA,8,,
519,marianna municipal,9,marianna,Florida,FL,7,,
520,marianna municipal,9,marianna,Arkansas,AR,2,,
521,dowagiac municipal,9,dowagiac,Michigan,MI,9,,
522,horseshoe bay airpark,9,marble falls,Texas,TX,9,,
523,frankfort,9,frankfort,Illinois,IL,8,,
524,frankfort,9,rhein main,,,0,,
525,mason jewett field,9,mason,Michigan,MI,9,,
526,boone national guard,9,chesterfield,Missouri,MO,8,,
527,boone national guard,9,saint louis,Missouri,MO,1,,
528,carroll county,9,huntingdon,Tennessee,TN,2,,
529,carroll county,9,berryville,Arkansas,AR,6,,
530,carroll county,9,huntington,Tennessee,TN,1,,
531,smith mountain lake,9,moneta,Virginia,VA,8,,
532,smith mountain lake,9,penhook,Virginia,VA,1,,
533,new kent county,9,quinton,Virginia,VA,8,,
534,new kent county,9,new kent,Virginia,VA,1,,
535,jefferson county airpark,9,steubenville,Ohio,OH,9,,
536,lake texoma state park,9,kingston,Oklahoma,OK,9,,
537,town & country airpark,9,lubbock,Texas,TX,9,,
538,moultonboro,9,moultonboro,New Hampshire,NH,9,,
539,cape fear regional jetport howie franklin field,9,southport,North Carolina,NC,8,,
540,cape fear regional jetport howie franklin field,9,oak island,North Carolina,NC,1,,
541,rockingham county nc shiloh,9,reidsville,North Carolina,NC,6,,
542,rockingham county nc shiloh,9,wentworth,North Carolina,NC,1,,
543,rockingham county nc shiloh,9,stoneville,North Carolina,NC,2,,
544,hardwick field,9,cleveland,Tennessee,TN,9,,
545,jaars townsend,9,,North Carolina,NC,0,,
546,jaars townsend,9,somerville,New Jersey,NJ,8,,
547,jaars townsend,9,waxhaw,North Carolina,NC,1,,
548,brenham municipal,9,brenham,Texas,TX,9,,
549,maryland,9,pomonkey,Maryland,MD,2,,
550,maryland,9,indian head,Maryland,MD,7,,
551,old bridge,9,old bridge,New Jersey,NJ,8,,
552,old bridge,9,englishtown,New Jersey,NJ,1,,
553,van wert county,9,van wert,Ohio,OH,9,,
554,sierra sky park,9,fresno,California,CA,9,,
555,la belle municipal,9,la belle,Florida,FL,6,,
556,la belle municipal,9,,Florida,FL,0,,
557,la belle municipal,9,labelle,Florida,FL,3,,
558,james clements municipal,9,bay city,Michigan,MI,9,,
559,yucca valley,9,yucca valley,California,CA,9,,
560,clark county,9,vancouver,Washington,WA,3,,
561,clark county,9,orchards,Washington,WA,4,,
562,clark county,9,grassrange,Montana,MT,1,,
563,clark county,9,clark,South Dakota,SD,1,,
564,howell,9,crestwood,Illinois,IL,4,,
565,howell,9,new lenox,Illinois,IL,1,,
566,howell,9,midlothian,Illinois,IL,1,,
567,howell,9,blue island,Illinois,IL,1,,
568,howell,9,howell,Michigan,MI,2,,
569,deer park,8,mc kinney,Texas,TX,1,,
570,deer park,8,deer park,Washington,WA,6,,
571,deer park,8,nine mile falls,Washington,WA,1,,
572,tampa bay executive,8,elfers,Florida,FL,2,,
573,tampa bay executive,8,new port richey,Florida,FL,6,,
574,gastons,8,lakeview,Arkansas,AR,8,,
575,portales municipal,8,portales,New Mexico,NM,8,,
576,william r. pogue municipal,8,sand springs,Oklahoma,OK,8,,
577,heber springs municipal,8,heber springs,Arkansas,AR,8,,
578,rio vista municipal,8,rio vista,California,CA,8,,
579,rio vista municipal,8,,California,CA,0,,
580,kutztown,8,kutztown,Pennsylvania,PA,8,,
581,morris municipal james r. washburn field,8,morris,Illinois,IL,8,,
582,limington harmon,8,limington,Maine,ME,8,,
583,abrams municipal,8,grand ledge,Michigan,MI,8,,
584,franklin flying field,8,franklin,Indiana,IN,8,,
585,warren municipal,8,warren,Arkansas,AR,3,,
586,warren municipal,8,warren,Minnesota,MN,5,,
587,portland municipal,8,portland,Oregon,OR,1,,
588,portland municipal,8,hillsboro,Oregon,OR,1,,
589,portland municipal,8,portland,Indiana,IN,3,,
590,portland municipal,8,portland,Tennessee,TN,3,,
591,zapata county,8,houston,Texas,TX,7,,
592,zapata county,8,cameron,Louisiana,LA,1,,
593,cloverdale municipal,8,cloverdale,California,CA,8,,
594,mccarley field,8,blackfoot,Idaho,ID,8,,
595,levelland municipal,8,levelland,Texas,TX,8,,
596,castroville municipal,8,castroville,Texas,TX,8,,
597,shelby cleveland county regional,8,shelby,North Carolina,NC,8,,
598,mac dill air force base,8,tampa,Florida,FL,8,,
599,newnan coweta county,8,newnan,Georgia,GA,8,,
600,salem municipal,8,salem,Michigan,MI,5,,
601,salem municipal,8,salem,Indiana,IN,3,,
602,harnett regional jetport,8,buies creek,North Carolina,NC,2,,
603,harnett regional jetport,8,erwin,North Carolina,NC,6,,
604,tew mac,8,tewksbury,Massachusetts,MA,8,,
605,sallisaw municipal,8,sallisaw,Oklahoma,OK,8,,
606,abbeville chris crusta memorial,8,abbeville,Louisiana,LA,8,,
607,abbeville chris crusta memorial,8,,Louisiana,LA,0,,
608,carlisle,8,bamberg,South Carolina,SC,1,,
609,carlisle,8,carlisle,Pennsylvania,PA,7,,
610,stanly county,8,albemarle,North Carolina,NC,6,,
611,stanly county,8,new london,North Carolina,NC,2,,
612,eagle's nest,8,waynesboro,Virginia,VA,8,,
613,william l. whitehurst field,8,bolivar,Tennessee,TN,8,,
614,elgin municipal,8,elgin,Illinois,IL,7,,
615,elgin municipal,8,elgin,North Dakota,ND,1,,
616,walker county bevill field,8,jasper,Alabama,AL,8,,
617,chilton county,8,clanton,Alabama,AL,8,,
618,grenada municipal,8,grenada,Mississippi,MS,8,,
619,tekamah municipal,8,tekamah,Nebraska,NE,7,,
620,tekamah municipal,8,blair,Nebraska,NE,1,,
621,lakewood,8,lakewood,New Jersey,NJ,8,,
622,burlington alamance regional,8,burlington,North Carolina,NC,8,,
623,red wing regional,8,red wing,Minnesota,MN,7,,
624,red wing regional,8,red wing,Wisconsin,WI,1,,
625,pine mountain lake,8,groveland,California,CA,8,,
626,jekyll island,8,brunswick,Georgia,GA,2,,
627,jekyll island,8,jekyll island,Georgia,GA,6,,
628,seminole municipal,8,seminole,Texas,TX,1,,
629,seminole municipal,8,seminole,Oklahoma,OK,7,,
630,westover arb metropolitan,8,chicopee,Massachusetts,MA,6,,
631,westover arb metropolitan,8,east longmeadow,Massachusetts,MA,1,,
632,westover arb metropolitan,8,springfield,Massachusetts,MA,1,,
633,osceola municipal,8,osceola,Arkansas,AR,5,,
634,osceola municipal,8,osceola,Missouri,MO,2,,
635,osceola municipal,8,osceola,Iowa,IA,1,,
636,h.a. clark memorial field,8,williams,Arizona,AZ,8,,
637,pickaway county memorial,8,circleville,Ohio,OH,8,,
638,mid way regional,8,midlothian,Texas,TX,8,,
639,mid way regional,8,,Texas,TX,0,,
640,air park south,8,ozark,Missouri,MO,8,,
641,finger lakes regional,8,seneca falls,New York,NY,7,,
642,finger lakes regional,8,hopewell junction,New York,NY,1,,
643,geneseo,8,geneseo,New York,NY,8,,
644,lakeview,8,doniphan,Missouri,MO,1,,
645,lakeview,8,lake dallas,Texas,TX,7,,
646,schuylkill county joe zerbey,8,minersville,Pennsylvania,PA,2,,
647,schuylkill county joe zerbey,8,pottsville,Pennsylvania,PA,6,,
648,heart of georgia regional,7,eastman,Georgia,GA,7,,
649,horizon,7,el paso,Texas,TX,1,,
650,horizon,7,horizon city,Texas,TX,1,,
651,horizon,7,texas city,Texas,TX,1,,
652,horizon,7,burnet,Texas,TX,4,,
653,merkel field sylacauga municipal,7,sylacauga,Alabama,AL,7,,
654,brennand,7,neenah,Wisconsin,WI,7,,
655,franklin county regional,7,chambersburg,Pennsylvania,PA,7,,
656,healdsburg municipal,7,healdsburg,California,CA,6,,
657,healdsburg municipal,7,patterson,California,CA,1,,
658,folsom field,7,cullman,Alabama,AL,6,,
659,folsom field,7,lacon,Alabama,AL,1,,
660,ashland county,7,ashland,Ohio,OH,7,,
661,bourland field,7,cresson,Texas,TX,2,,
662,bourland field,7,fort worth,Texas,TX,5,,
663,blue ridge,7,martinsville,Virginia,VA,7,,
664,center municipal,7,center,Texas,TX,7,,
665,whiteside co arpt jos h bittorf field,7,sterling,Illinois,IL,6,,
666,whiteside co arpt jos h bittorf field,7,milledgeville,Illinois,IL,1,,
667,titusville,7,titusville,Pennsylvania,PA,7,,
668,bentonville municipal louise m thaden field,7,bentonville,Arkansas,AR,7,,
669,sonoma valley,7,sonoma,California,CA,6,,
670,sonoma valley,7,schellville,California,CA,1,,
671,northumberland county,7,shamokin,Pennsylvania,PA,6,,
672,northumberland county,7,northumberland,Pennsylvania,PA,1,,
673,chillicothe municipal,7,dawn,Missouri,MO,1,,
674,chillicothe municipal,7,chillicothe,Missouri,MO,6,,
675,crisp county cordele,7,cordele,Georgia,GA,7,,
676,jacksonville nas towers field,7,jacksonville,Florida,FL,7,,
677,paul c. miller sparta,7,sparta,Michigan,MI,7,,
678,clifton municipal isenhower field,7,clifton,Texas,TX,7,,
679,western carolina regional,7,andrews,North Carolina,NC,7,,
680,mcgehee catfish restaurant,7,marietta,Oklahoma,OK,7,,
681,wichita valley,7,wichita falls,Texas,TX,6,,
682,wichita valley,7,iowa park,Texas,TX,1,,
683,westport,7,westport,Oklahoma,OK,3,,
684,westport,7,westport,Massachusetts,MA,1,,
685,westport,7,westport,Washington,WA,3,,
686,skywest inc,7,midland,Texas,TX,7,,
687,minden,7,minden,Louisiana,LA,7,,
688,schroon lake,7,schroon lake,New York,NY,7,,
689,marion,7,cedar rapids,Iowa,IA,1,,
690,marion,7,marion,Iowa,IA,6,,
691,riverview,7,jenison,Michigan,MI,4,,
692,riverview,7,petersburg,Kentucky,KY,1,,
693,riverview,7,abbotsford,Wisconsin,WI,1,,
694,riverview,7,dresden,Ohio,OH,1,,
695,brooks field,7,marshall,Michigan,MI,7,,
696,wahoo municipal,7,wahoo,Nebraska,NE,7,,
697,littlebrook air park,7,eliot,Maine,ME,7,,
698,pittsburg international,7,pittsburgh,Pennsylvania,PA,7,,
699,mount sterling montgomery county,7,mount sterling,Kentucky,KY,7,,
700,ken jernstedt airfield,7,hood river,Oregon,OR,7,,
701,woodbine municipal,7,woodbine,New Jersey,NJ,5,,
702,woodbine municipal,7,woodbine,Maryland,MD,2,,
703,mobile,7,maricopa,Arizona,AZ,1,,
704,mobile,7,mobile,Arizona,AZ,6,,
705,ridgeland,7,beaufort,South Carolina,SC,1,,
706,ridgeland,7,ridgeland,South Carolina,SC,6,,
707,johnnycake,7,burlington,Connecticut,CT,7,,
708,person county,7,roxboro,North Carolina,NC,6,,
709,person county,7,timberlake,North Carolina,NC,1,,
710,new jerusalem,7,tracy,California,CA,7,,
711,warren sugarbush,7,warren,Vermont,VT,7,,
712,umatilla municipal,7,umatilla,Florida,FL,7,,
713,kamp,7,durhamville,New York,NY,7,,
714,sumner county regional,7,gallatin,Tennessee,TN,7,,
715,grove field,7,camas,Washington,WA,7,,
716,reedley municipal,7,reedley,California,CA,7,,
717,mineola wisener field,7,mineola,Texas,TX,7,,
718,epps airpark,7,stone mountain,Georgia,GA,7,,
719,putnam county,7,greencastle,Indiana,IN,5,,
720,putnam county,7,ottawa,Ohio,OH,2,,
721,george m bryan,7,starkville,Mississippi,MS,7,,
722,pineville municipal,7,pineville,Louisiana,LA,3,,
723,pineville municipal,7,temecula,California,CA,3,,
724,pineville municipal,7,pinville,Louisiana,LA,1,,
725,gila bend af aux,7,gila bend,Arizona,AZ,7,,
726,kingdon airpark,7,lodi,California,CA,7,,
727,kingdon airpark,7,,California,CA,0,,
728,ravalli county,7,st croix,Virgin Islands,VI,1,,
729,ravalli county,7,hamilton,Montana,MT,5,,
730,ravalli county,7,bonners ferry,Idaho,ID,1,,
731,pittsburgh municipal,7,pittsburgh,Pennsylvania,PA,7,,
732,pilot country,7,brooksville,Florida,FL,7,,
733,harbor springs,7,harbor springs,Michigan,MI,7,,
734,martin,7,college place,Washington,WA,4,,
735,martin,7,canton,Ohio,OH,3,,
736,waupaca municipal,7,waupaca,Wisconsin,WI,7,,
737,bellefontaine regional,7,bellefontaine,Ohio,OH,7,,
738,bellefontaine regional,7,,Ohio,OH,0,,
739,pleasanton municipal,7,pleasanton,Texas,TX,7,,
740,mc gregor executive,7,mc gregor,Texas,TX,5,,
741,mc gregor executive,7,waco,Texas,TX,2,,
742,poplar grove,7,belvidere,Illinois,IL,3,,
743,poplar grove,7,poplar grove,Illinois,IL,4,,
744,tangier island,7,tangier,Virginia,VA,6,,
745,tangier island,7,tangiers,Virginia,VA,1,,
746,vivian,7,vivian,South Dakota,SD,1,,
747,vivian,7,vivian,Louisiana,LA,6,,
748,ft wayne municipal,7,fort wayne,Indiana,IN,7,,
749,taylorville municipal,7,taylorville,Illinois,IL,7,,
750,la junta municipal,7,la junta,Colorado,CO,6,,
751,la junta municipal,7,sugar city,Colorado,CO,1,,
752,portage municipal,7,portage,Wisconsin,WI,7,,
753,lexington county at pelion,7,pelion,South Carolina,SC,7,,
754,harlan municipal,7,harlan,Iowa,IA,7,,
755,ebensburg,7,ebensburg,Pennsylvania,PA,7,,
756,dekalb municipal,7,dekalb,Illinois,IL,7,,
757,sylvania,7,sturtevant,Wisconsin,WI,7,,
758,maple lake municipal,7,maple lake,Minnesota,MN,7,,
759,brooks,7,marshall,Michigan,MI,5,,
760,brooks,7,coeur d alene,Idaho,ID,1,,
761,brooks,7,mc lean,Illinois,IL,1,,
762,east 34th street,7,new york,New York,NY,6,,
763,east 34th street,7,middletown,New Jersey,NJ,1,,
764,hendersonville,7,hendersonville,North Carolina,NC,7,,
765,biddeford municipal,6,biddeford,Maine,ME,6,,
766,plantation arpk,6,sylvania,Georgia,GA,6,,
767,flora municipal,6,flora,Indiana,IN,2,,
768,flora municipal,6,flora,Illinois,IL,4,,
769,ottawa executive,6,ottawa,Illinois,IL,3,,
770,ottawa executive,6,zeeland,Michigan,MI,3,,
771,rancho murieta,6,rancho murieta,California,CA,6,,
772,indian hills airpark,6,salome,Arizona,AZ,6,,
773,monett municipal,6,monett,Missouri,MO,6,,
774,kapowsin field,6,kapowsin,Washington,WA,5,,
775,kapowsin field,6,graham,Washington,WA,1,,
776,columbiana county,6,liverpool,Ohio,OH,1,,
777,columbiana county,6,lisbon,Ohio,OH,1,,
778,columbiana county,6,east liverpool,Ohio,OH,4,,
779,lakefield,6,new knoxville,Ohio,OH,1,,
780,lakefield,6,celina,Ohio,OH,5,,
781,prattville grouby field,6,prattville,Alabama,AL,6,,
782,big creek,6,bokchito,Oklahoma,OK,1,,
783,big creek,6,davenport,California,CA,1,,
784,big creek,6,big creek,Idaho,ID,3,,
785,big creek,6,yellow pine,Idaho,ID,1,,
786,llano municipal,6,llano,Texas,TX,6,,
787,seward municipal,6,seward,Nebraska,NE,6,,
788,whitfords,6,weedsport,New York,NY,6,,
789,berkeley county,6,moncks corner,South Carolina,SC,6,,
790,phoenix,6,fair oaks,California,CA,6,,
791,duanesburg,6,duanesburg,New York,NY,6,,
792,roosterville,6,roosterville,Missouri,MO,1,,
793,roosterville,6,liberty,Missouri,MO,5,,
794,robert r wells jr,6,columbus,Texas,TX,6,,
795,winnsboro municipal,6,winnsboro,Louisiana,LA,2,,
796,winnsboro municipal,6,winnsboro,Texas,TX,3,,
797,winnsboro municipal,6,post,Texas,TX,1,,
798,winnsboro municipal,6,,Louisiana,LA,0,,
799,los angles international,6,los angeles,California,CA,6,,
800,berry hill,6,stockbridge,Georgia,GA,6,,
801,mark anton,6,dayton,Tennessee,TN,6,,
802,altus quartz mountain regional,6,altus,Texas,TX,1,,
803,altus quartz mountain regional,6,altus,Oklahoma,OK,5,,
804,liberty municipal,6,liberty,Texas,TX,6,,
805,ross county,6,chillicothe,Ohio,OH,6,,
806,holmes county,6,millersburg,Ohio,OH,6,,
807,fairfax,6,kansas city,Kansas,KS,6,,
808,henderson oxford,6,henderson,North Carolina,NC,1,,
809,henderson oxford,6,oxford,North Carolina,NC,5,,
810,windsor,6,detroit,Michigan,MI,5,,
811,windsor,6,windsor,,,0,,
812,hemphill county,6,canadian,Texas,TX,6,,
813,hemphill county,6,,,,0,,
814,saginaw county h.w. browne,6,saginaw,Michigan,MI,6,,
815,fairmont field,6,owasso,Oklahoma,OK,6,,
816,louisiana regional,6,gonzales,Louisiana,LA,6,,
817,hereford municipal,6,hereford,Texas,TX,6,,
818,hereford municipal,6,,Texas,TX,0,,
819,crawfordsville municipal,6,crawfordsville,Indiana,IN,6,,
820,lake norman airpark,6,mooresville,North Carolina,NC,6,,
821,dixon municipal charles r. walgreen field,6,dixon,Illinois,IL,6,,
822,will rogers wiley post memorial,6,chesapeake,Virginia,VA,6,,
823,martin field,6,south sioux city,Nebraska,NE,3,,
824,martin field,6,college place,Washington,WA,2,,
825,martin field,6,canton,Ohio,OH,1,,
826,elyria,6,elyria,Ohio,OH,6,,
827,ledgedale airpark,6,brockport,New York,NY,6,,
828,emmett municipal,6,emmett,Idaho,ID,6,,
829,hidden lake,6,new port richey,Florida,FL,6,,
830,wright patterson air force base,6,dayton,Ohio,OH,4,,
831,wright patterson air force base,6,xenia,Ohio,OH,1,,
832,wright patterson air force base,6,lebanon,Ohio,OH,1,,
833,hinckley,6,hinckley,Illinois,IL,5,,
834,hinckley,6,ogden,Utah,UT,1,,
835,panola county,6,batesville,Mississippi,MS,6,,
836,inverness,6,inverness,Florida,FL,5,,
837,inverness,6,floral city,Florida,FL,1,,
838,perryville municipal,6,perryville,Missouri,MO,6,,
839,toronto international,6,toronto,,,0,,
840,festus memorial,6,festus,Missouri,MO,6,,
841,eugenio maria de hostos,6,mayaguez,Puerto Rico,PR,6,,
842,herron,6,new cumberland,West Virginia,WV,6,,
843,mayaguez municipal,6,mayaguez,Puerto Rico,PR,6,,
844,dauphin island,6,dauphin island,Alabama,AL,3,,
845,dauphin island,6,dauphin island,Alaska,AK,3,,
846,tom b. david field,6,calhoun,Georgia,GA,6,,
847,tom b. david field,6,,,,0,,
848,carmi municipal,6,carmi,Illinois,IL,6,,
