
From 01/1989 To 01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , ,
Date,Facility,State,Region,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,Civil,Military,Total,"Airport
Operations","Tower
Operations",
01/1990,HWO ,FL,ASO,ES,Towers with Display (VFR),0,0,188,0,188,0,0,0,0,0,0,0,"6,596",66,"6,662",0,0,0,0,0,"12,612",32,"12,644","19,494","19,494",
01/1990,HYA ,MA,ANE,EN,Towers with Display (VFR),0,"1,441",543,14,"1,998",0,0,0,0,0,0,"2,259","3,024",22,"5,305",0,0,0,0,0,"1,866",68,"1,934","9,237","9,237",
Sub-Total for Unknown,,,,,,0,"2,033","2,188",14,"4,235",0,0,0,0,0,0,"2,710","20,715",160,"23,585",0,0,0,0,0,"29,154",128,"29,282","57,102","57,102",
01/1990,IAD ,VA,AEA,EN,Towers with Radar,"9,851","3,068","4,545",234,"17,698","9,753","1,039","4,031","1,152","15,975",392,86,7,0,485,0,0,0,0,0,24,6,30,"18,213","34,188",
Sub-Total for EN,,,,,,"9,851","4,509","5,088",248,"19,696","9,753","1,039","4,031","1,152","15,975",392,"2,345","3,031",22,"5,790",0,0,0,0,0,"1,890",74,"1,964","27,450","43,425",
01/1990,IAG ,NY,AEA,CE,Towers with Display (VFR),0,36,353,548,937,0,0,0,0,0,16,59,"1,012",609,"1,696",0,0,0,0,0,"2,264","1,806","4,070","6,703","6,703",
Sub-Total for AEA,,,,,,"9,851","3,104","4,898",782,"18,635","9,753","1,039","4,031","1,152","15,975",408,145,"1,019",609,"2,181",0,0,0,0,0,"2,288","1,812","4,100","24,916","40,891",
01/1990,IAH ,TX,ASW,CE,Towers with Radar,"17,795","4,247","3,402",97,"25,541",15,85,865,109,"1,074",0,0,0,0,0,6,228,"5,035",207,"5,476",0,0,0,"25,541","32,091",
01/1990,ICT ,KS,ACE,CE,Towers with Radar,"2,412",969,"7,585",92,"11,058",0,0,824,54,878,227,103,0,0,330,0,0,0,0,0,"2,635",35,"2,670","14,058","14,936",
Sub-Total for Unknown,,,,,,"20,207","5,216","10,987",189,"36,599",15,85,"1,689",163,"1,952",227,103,0,0,330,6,228,"5,035",207,"5,476","2,635",35,"2,670","39,599","47,027",
Sub-Total for CE,,,,,,"20,207","5,252","11,340",737,"37,536",15,85,"1,689",163,"1,952",243,162,"1,012",609,"2,026",6,228,"5,035",207,"5,476","4,899","1,841","6,740","46,302","53,730",
01/1990,IDA ,ID,ANM,WE,Towers with Display (VFR),342,623,221,0,"1,186",0,0,0,0,0,29,144,814,18,"1,005",0,0,0,0,0,819,0,819,"3,010","3,010",
01/1990,ILG ,DE,AEA,EN,Towers with Display (VFR),0,178,"1,943",251,"2,372",0,0,0,0,0,6,122,"4,648",202,"4,978",0,0,0,0,0,"6,682",994,"7,676","15,026","15,026",
Sub-Total for Unknown,,,,,,342,801,"2,164",251,"3,558",0,0,0,0,0,35,266,"5,462",220,"5,983",0,0,0,0,0,"7,501",994,"8,495","18,036","18,036",
01/1990,ILM ,NC,ASO,EN,Towers with Radar,405,600,"2,777",168,"3,950",0,328,898,783,"2,009",9,0,18,0,27,0,0,0,0,0,"1,259",874,"2,133","6,110","8,119",
Sub-Total for EN,,,,,,405,778,"4,720",419,"6,322",0,328,898,783,"2,009",15,122,"4,666",202,"5,005",0,0,0,0,0,"7,941","1,868","9,809","21,136","23,145",
01/1990,IND ,IN,AGL,CE,Towers with Radar,"9,250","4,347","3,987",155,"17,739",18,454,"2,076",285,"2,833",0,21,55,13,89,0,0,"1,822",81,"1,903",96,2,98,"17,926","22,662",
Sub-Total for Unknown,,,,,,"9,655","4,947","6,764",323,"21,689",18,782,"2,974","1,068","4,842",9,21,73,13,116,0,0,"1,822",81,"1,903","1,355",876,"2,231","24,036","30,781",
01/1990,INT ,NC,ASO,ES,Towers with Display (VFR),8,359,"1,659",0,"2,026",0,0,0,0,0,15,48,"1,794",15,"1,872",0,0,0,0,0,"3,479",2,"3,481","7,379","7,379",
01/1990,IPT ,PA,AEA,EN,Towers with Display (VFR),0,728,354,0,"1,082",0,0,0,0,0,0,116,"1,481",44,"1,641",0,0,0,0,0,"1,052",4,"1,056","3,779","3,779",
01/1990,ISO ,NC,ASO,EN,Towers with Display (VFR),72,405,773,79,"1,329",0,0,0,0,0,20,38,"2,147",181,"2,386",0,0,0,0,0,"2,194",34,"2,228","5,943","5,943",
01/1990,ISP ,NY,AEA,EN,Towers with Display (VFR),933,"2,026","1,595",97,"4,651",0,0,0,0,0,62,324,"4,666",352,"5,404",0,0,0,0,0,"5,038",83,"5,121","15,176","15,176",
01/1990,ITH ,NY,AEA,EN,Towers with Display (VFR),143,"1,482",343,0,"1,968",0,0,0,0,0,28,215,"1,031",9,"1,283",0,0,0,0,0,"1,660",10,"1,670","4,921","4,921",
Sub-Total for Unknown,,,,,,"1,156","5,000","4,724",176,"11,056",0,0,0,0,0,125,741,"11,119",601,"12,586",0,0,0,0,0,"13,423",133,"13,556","37,198","37,198",
Sub-Total for EN,,,,,,"1,148","4,641","3,065",176,"9,030",0,0,0,0,0,110,693,"9,325",586,"10,714",0,0,0,0,0,"9,944",131,"10,075","29,819","29,819",
Sub-Total for AEA,,,,,,"1,076","3,508","1,938",97,"6,619",0,0,0,0,0,90,539,"5,697",361,"6,687",0,0,0,0,0,"6,698",93,"6,791","20,097","20,097",
Sub-Total for NY,,,,,,"1,076","3,508","1,938",97,"6,619",0,0,0,0,0,90,539,"5,697",361,"6,687",0,0,0,0,0,"6,698",93,"6,791","20,097","20,097",
01/1990,ITO ,HI,AWP,WE,Towers with Radar,"1,469",162,93,357,"2,081",0,0,0,0,0,73,"2,052",623,293,"3,041",0,0,0,0,0,"1,069",942,"2,011","7,133","7,133",
01/1990,JAN ,MS,ASO,CE,Towers with Radar,"1,456",254,"2,005",580,"4,295",0,0,"2,233",154,"2,387",191,81,0,95,367,0,0,0,0,0,298,"1,338","1,636","6,298","8,685",
01/1990,JAX ,FL,ASO,ES,Towers with Radar,"4,216","1,779","2,298",668,"8,961",65,208,"5,315",319,"5,907",410,120,0,0,530,0,0,0,0,0,"1,931",977,"2,908","12,399","18,306",
Sub-Total for Unknown,,,,,,"7,141","2,195","4,396","1,605","15,337",65,208,"7,548",473,"8,294",674,"2,253",623,388,"3,938",0,0,0,0,0,"3,298","3,257","6,555","25,830","34,124",
Sub-Total for ASO,,,,,,"5,672","2,033","4,303","1,248","13,256",65,208,"7,548",473,"8,294",601,201,0,95,897,0,0,0,0,0,"2,229","2,315","4,544","18,697","26,991",
01/1990,JFK ,NY,AEA,EN,Combined TRACON & Tower with Radar,"18,160","6,631",869,23,"25,683",0,0,0,0,0,81,"1,115",505,33,"1,734",0,0,0,0,0,0,0,0,"27,417","27,417",
01/1990,JLN ,MO,ACE,CE,Towers with Display (VFR),0,497,295,0,792,0,0,0,0,0,0,40,"1,045",8,"1,093",0,0,0,0,0,"1,322",0,"1,322","3,207","3,207",
01/1990,JNU ,AK,AAL,WE,Towers with Display (VFR),520,114,36,5,675,0,0,0,0,0,33,"2,322",380,57,"2,792",0,0,0,0,0,646,2,648,"4,115","4,115",
01/1990,JVL ,WI,AGL,CE,Towers with Display (VFR),0,57,548,14,619,0,0,0,0,0,3,51,"3,202",48,"3,304",0,0,0,0,0,"2,592",160,"2,752","6,675","6,675",
01/1990,JXN ,MI,AGL,CE,Towers with Display (VFR),0,19,699,1,719,0,0,0,0,0,0,16,"1,962",23,"2,001",0,0,0,0,0,"1,832",56,"1,888","4,608","4,608",
Sub-Total for CE,,,,,,0,76,"1,247",15,"1,338",0,0,0,0,0,3,67,"5,164",71,"5,305",0,0,0,0,0,"4,424",216,"4,640","11,283","11,283",
Sub-Total for AGL,,,,,,0,76,"1,247",15,"1,338",0,0,0,0,0,3,67,"5,164",71,"5,305",0,0,0,0,0,"4,424",216,"4,640","11,283","11,283",
01/1990,KOA ,HI,AWP,WE,Towers with Display (VFR),"1,997",259,132,81,"2,469",0,0,0,0,0,71,643,564,146,"1,424",0,0,0,0,0,586,277,863,"4,756","4,756",
Sub-Total for Unknown,,,,,,"2,517",946,"1,710",101,"5,274",0,0,0,0,0,107,"3,072","7,153",282,"10,614",0,0,0,0,0,"6,978",495,"7,473","23,361","23,361",
01/1990,KWA ,WK,AWP,WE,Towers with Radar,56,0,5,187,248,0,0,0,0,0,14,91,26,"1,105","1,236",0,0,0,0,0,2,160,162,"1,646","1,646",
Sub-Total for WE,,,,,,"2,053",259,137,268,"2,717",0,0,0,0,0,85,734,590,"1,251","2,660",0,0,0,0,0,588,437,"1,025","6,402","6,402",
Sub-Total for AWP,,,,,,"2,053",259,137,268,"2,717",0,0,0,0,0,85,734,590,"1,251","2,660",0,0,0,0,0,588,437,"1,025","6,402","6,402",
01/1990,LAF ,IN,AGL,CE,Tower without Radar,22,649,692,16,"1,379",0,0,134,0,134,53,71,"1,937",39,"2,100",0,0,0,0,0,"3,940",182,"4,122","7,601","7,735",
01/1990,LAL ,FL,ASO,ES,Federal Contract Tower,0,0,"1,568",26,"1,594",0,0,0,0,0,0,36,"4,285",109,"4,430",0,0,0,0,0,"5,087",132,"5,219","11,243","11,243",
01/1990,LAN ,MI,AGL,CE,Towers with Radar,476,"1,836","3,174",94,"5,580",182,846,"2,914",197,"4,139",68,232,102,61,463,0,0,0,0,0,"3,778",332,"4,110","10,153","14,292",
01/1990,LAS ,NV,AWP,WE,Towers with Radar,"15,290","3,956","7,227",268,"26,741",86,714,"1,884",793,"3,477",689,404,459,71,"1,623",0,0,0,0,0,"1,472",20,"1,492","29,856","33,333",
Sub-Total for Unknown,,,,,,"15,766","5,792","10,401",362,"32,321",268,"1,560","4,798",990,"7,616",757,636,561,132,"2,086",0,0,0,0,0,"5,250",352,"5,602","40,009","47,625",
01/1990,LAW ,OK,ASW,CE,Towers with Display (VFR),0,697,159,84,940,0,0,0,0,0,0,210,639,0,849,0,0,0,0,0,733,"1,820","2,553","4,342","4,342",
01/1990,LAX ,CA,AWP,WE,Combined TRACON & Tower with Radar,"35,623","12,771","3,083",304,"51,781",0,0,0,0,0,875,401,391,82,"1,749",0,0,0,0,0,449,0,449,"53,979","53,979",
01/1990,LBB ,TX,ASW,CE,Towers with Radar,"1,386",505,"2,575",33,"4,499",0,104,654,54,812,399,91,599,0,"1,089",0,0,0,0,0,"2,560","2,022","4,582","10,170","10,982",
01/1990,LCH ,LA,ASW,CE,Towers with Radar,0,"1,117","1,397",37,"2,551",0,455,"1,557",128,"2,140",11,44,35,12,102,0,0,0,0,0,"1,189",32,"1,221","3,874","6,014",
Sub-Total for Unknown,,,,,,"1,386","1,622","3,972",70,"7,050",0,559,"2,211",182,"2,952",410,135,634,12,"1,191",0,0,0,0,0,"3,749","2,054","5,803","14,044","16,996",
Sub-Total for CE,,,,,,"1,386","1,622","3,972",70,"7,050",0,559,"2,211",182,"2,952",410,135,634,12,"1,191",0,0,0,0,0,"3,749","2,054","5,803","14,044","16,996",
Sub-Total for ASW,,,,,,"1,386","1,622","3,972",70,"7,050",0,559,"2,211",182,"2,952",410,135,634,12,"1,191",0,0,0,0,0,"3,749","2,054","5,803","14,044","16,996",
01/1990,LEB ,NH,ANE,EN,Towers with Display (VFR),0,679,180,0,859,0,0,0,0,0,0,355,"1,074",6,"1,435",0,0,0,0,0,"1,689",8,"1,697","3,991","3,991",
01/1990,LEX ,KY,ASO,CE,Towers with Radar,"1,372","1,465","3,741",168,"6,746",0,389,"1,544",242,"2,175",131,123,93,20,367,0,0,0,0,0,"2,122",152,"2,274","9,387","11,562",
01/1990,LFT ,LA,ASW,CE,Towers with Radar,165,"3,254","3,209",243,"6,871",74,220,"1,618",144,"2,056",37,116,63,43,259,0,0,0,0,0,"1,178",152,"1,330","8,460","10,516",
Sub-Total for Unknown,,,,,,"1,537","4,719","6,950",411,"13,617",74,609,"3,162",386,"4,231",168,239,156,63,626,0,0,0,0,0,"3,300",304,"3,604","17,847","22,078",
Sub-Total for CE,,,,,,"1,537","4,719","6,950",411,"13,617",74,609,"3,162",386,"4,231",168,239,156,63,626,0,0,0,0,0,"3,300",304,"3,604","17,847","22,078",
01/1990,LGA ,NY,AEA,EN,Combined TRACON & Tower with Radar,"22,671","5,584","1,713",34,"30,002",0,0,0,0,0,780,10,43,24,857,0,0,0,0,0,0,0,0,"30,859","30,859",
01/1990,LGB ,CA,AWP,WE,Towers with Display (VFR),"2,108",194,"5,662",63,"8,027",0,0,0,0,0,137,50,"13,078",93,"13,358",0,0,0,0,0,"14,487",0,"14,487","35,872","35,872",
01/1990,LHD ,AK,AAL,WE,Towers with Radar,0,36,"1,009",0,"1,045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,384,"1,429","1,429",
01/1990,LIH ,HI,AWP,WE,Towers with Display (VFR),"2,459",70,31,39,"2,599",0,0,0,0,0,99,"3,668",152,17,"3,936",0,0,0,0,0,396,794,"1,190","7,725","7,725",
Sub-Total for WE,,,,,,"4,567",300,"6,702",102,"11,671",0,0,0,0,0,236,"3,718","13,230",110,"17,294",0,0,0,0,0,"15,267",794,"16,061","45,026","45,026",
01/1990,LIT ,AR,ASW,CE,Towers with Radar,"2,508",541,"6,221",469,"9,739",0,63,"2,188",318,"2,569",252,142,316,0,710,0,0,0,0,0,938,614,"1,552","12,001","14,570",
01/1990,LMT ,OR,ANM,WE,Towers with Display (VFR),0,568,264,312,"1,144",0,0,0,0,0,0,146,815,402,"1,363",0,0,0,0,0,570,"1,250","1,820","4,327","4,327",
01/1990,LNK ,NE,ACE,CE,Combined TRACON & Tower with Radar,789,745,"2,766",931,"5,231",0,0,0,0,0,80,89,116,109,394,0,0,0,0,0,"2,464",734,"3,198","8,823","8,823",
01/1990,LNS ,PA,AEA,EN,Towers with Display (VFR),0,825,"1,089",66,"1,980",0,0,0,0,0,0,297,"5,993",236,"6,526",0,0,0,0,0,"3,684",596,"4,280","12,786","12,786",
01/1990,LOU ,KY,ASO,CE,Towers with Display (VFR),0,278,957,0,"1,235",0,0,0,0,0,0,76,"3,588",37,"3,701",0,0,0,0,0,"7,337",16,"7,353","12,289","12,289",
Sub-Total for Unknown,,,,,,0,"1,103","2,046",66,"3,215",0,0,0,0,0,0,373,"9,581",273,"10,227",0,0,0,0,0,"11,021",612,"11,633","25,075","25,075",
01/1990,LRD ,TX,ASW,CE,Federal Contract Tower,0,861,"1,074",261,"2,196",0,0,0,0,0,36,138,"1,283",239,"1,696",0,0,0,0,0,208,378,586,"4,478","4,478",
01/1990,LSE ,WI,AGL,CE,Towers with Display (VFR),183,620,540,0,"1,343",0,0,0,0,0,37,117,"1,568",63,"1,785",0,0,0,0,0,"2,033",8,"2,041","5,169","5,169",
01/1990,LUK ,OH,AGL,CE,Towers with Display (VFR),0,389,"2,595",41,"3,025",0,0,0,0,0,0,46,"3,832",134,"4,012",0,0,0,0,0,"7,480",14,"7,494","14,531","14,531",
Sub-Total for CE,,,,,,183,"2,148","5,166",302,"7,799",0,0,0,0,0,73,377,"10,271",473,"11,194",0,0,0,0,0,"17,058",416,"17,474","36,467","36,467",
Sub-Total for AGL,,,,,,183,"1,009","3,135",41,"4,368",0,0,0,0,0,37,163,"5,400",197,"5,797",0,0,0,0,0,"9,513",22,"9,535","19,700","19,700",
01/1990,LVK ,CA,AWP,WE,Towers with Display (VFR),0,0,993,2,995,0,0,0,0,0,0,14,"5,693",19,"5,726",0,0,0,0,0,"9,902",28,"9,930","16,651","16,651",
Sub-Total for Unknown,,,,,,183,"1,009","4,128",43,"5,363",0,0,0,0,0,37,177,"11,093",216,"11,523",0,0,0,0,0,"19,415",50,"19,465","36,351","36,351",
01/1990,LWB ,WV,AEA,EN,Federal Contract Tower,0,140,238,0,378,0,0,0,0,0,10,20,431,38,499,0,0,0,0,0,312,40,352,"1,229","1,229",
01/1990,LWM ,MA,ANE,EN,Towers with Display (VFR),0,34,352,0,386,0,0,0,0,0,0,29,"3,200",3,"3,232",0,0,0,0,0,"6,143",8,"6,151","9,769","9,769",
Sub-Total for EN,,,,,,0,174,590,0,764,0,0,0,0,0,10,49,"3,631",41,"3,731",0,0,0,0,0,"6,455",48,"6,503","10,998","10,998",
01/1990,LWS ,ID,ANM,WE,Towers with Display (VFR),0,"1,856",275,0,"2,131",0,0,0,0,0,0,160,726,20,906,0,0,0,0,0,504,40,544,"3,581","3,581",
01/1990,LYH ,VA,AEA,EN,Towers with Display (VFR),140,881,680,11,"1,712",0,0,0,0,0,30,113,"1,727",90,"1,960",0,0,0,0,0,"1,526",34,"1,560","5,232","5,232",
Sub-Total for Unknown,,,,,,140,"2,771","1,307",11,"4,229",0,0,0,0,0,30,302,"5,653",113,"6,098",0,0,0,0,0,"8,173",82,"8,255","18,582","18,582",
01/1990,MAF ,TX,ASW,CE,Towers with Radar,"1,342",304,"2,344",728,"4,718",0,0,401,63,464,120,75,0,34,229,0,0,0,0,0,"1,370","2,292","3,662","8,609","9,073",
01/1990,MBS ,MI,AGL,CE,Towers with Radar,561,462,"1,574",28,"2,625",0,272,"1,918",201,"2,391",67,95,23,43,228,0,0,0,0,0,"1,002",87,"1,089","3,942","6,333",
01/1990,MCI ,MO,ACE,CE,Towers with Radar,"8,519","2,680","1,384",106,"12,689",0,215,"1,915",204,"2,334",498,14,0,0,512,0,0,0,0,0,36,172,208,"13,409","15,743",
Sub-Total for CE,,,,,,"10,422","3,446","5,302",862,"20,032",0,487,"4,234",468,"5,189",685,184,23,77,969,0,0,0,0,0,"2,408","2,551","4,959","25,960","31,149",
01/1990,MCN ,GA,ASO,ES,Towers with Radar,20,629,"2,220",113,"2,982",0,"1,536","4,029",300,"5,865",0,53,0,0,53,0,0,0,0,0,"1,924",96,"2,020","5,055","10,920",
01/1990,MCO ,FL,ASO,ES,Towers with Radar,"14,358","5,204","3,341",307,"23,210",745,"1,053","11,098","1,425","14,321",638,7,0,13,658,0,0,0,0,0,0,0,0,"23,868","38,189",
Sub-Total for Unknown,,,,,,"24,800","9,279","10,863","1,282","46,224",745,"3,076","19,361","2,193","25,375","1,323",244,23,90,"1,680",0,0,0,0,0,"4,332","2,647","6,979","54,883","80,258",
Sub-Total for ES,,,,,,"14,378","5,833","5,561",420,"26,192",745,"2,589","15,127","1,725","20,186",638,60,0,13,711,0,0,0,0,0,"1,924",96,"2,020","28,923","49,109",
Sub-Total for ASO,,,,,,"14,378","5,833","5,561",420,"26,192",745,"2,589","15,127","1,725","20,186",638,60,0,13,711,0,0,0,0,0,"1,924",96,"2,020","28,923","49,109",
01/1990,MDH ,IL,AGL,CE,Towers with Display (VFR),0,0,217,0,217,0,0,0,0,0,0,3,"2,221",10,"2,234",0,0,0,0,0,"3,540",20,"3,560","6,011","6,011",
01/1990,MDT ,PA,AEA,EN,Towers with Display (VFR),"1,369","3,036",990,240,"5,635",0,0,0,0,0,77,441,906,204,"1,628",0,0,0,0,0,"2,525",886,"3,411","10,674","10,674",
Sub-Total for Unknown,,,,,,"1,369","3,036","1,207",240,"5,852",0,0,0,0,0,77,444,"3,127",214,"3,862",0,0,0,0,0,"6,065",906,"6,971","16,685","16,685",
01/1990,MDW ,IL,AGL,CE,Combined TRACON & Tower with Radar,"10,737","7,771","5,941",127,"24,576",0,0,0,0,0,464,333,384,101,"1,282",0,0,0,0,0,42,2,44,"25,902","25,902",
01/1990,MEI ,MS,ASO,CE,Towers with Display (VFR),0,618,406,816,"1,840",0,0,0,0,0,0,76,730,442,"1,248",0,0,0,0,0,566,"1,033","1,599","4,687","4,687",
01/1990,MEM ,TN,ASO,CE,Towers with Radar,"14,643","5,341","5,341",703,"26,028",0,148,"2,628",268,"3,044",582,270,62,25,939,0,0,0,0,0,62,42,104,"27,071","30,115",
Sub-Total for ASO,,,,,,"14,643","5,959","5,747","1,519","27,868",0,148,"2,628",268,"3,044",582,346,792,467,"2,187",0,0,0,0,0,628,"1,075","1,703","31,758","34,802",
01/1990,MFD ,OH,AGL,CE,Towers with Radar,0,16,954,259,"1,229",0,428,"1,781",7,"2,216",0,20,290,5,315,0,0,0,0,0,"1,189",736,"1,925","3,469","5,685",
Sub-Total for Unknown,,,,,,"14,643","5,357","6,295",962,"27,257",0,576,"4,409",275,"5,260",582,290,352,30,"1,254",0,0,0,0,0,"1,251",778,"2,029","30,540","35,800",
01/1990,MFE ,TX,ASW,CE,Towers with Display (VFR),304,369,794,9,"1,476",0,0,0,0,0,44,149,"2,059",38,"2,290",0,0,0,0,0,574,38,612,"4,378","4,378",
Sub-Total for CE,,,,,,"25,684","14,115","13,436","1,914","55,149",0,576,"4,409",275,"5,260","1,090",848,"3,525",611,"6,074",0,0,0,0,0,"2,433","1,851","4,284","65,507","70,767",
01/1990,MFR ,OR,ANM,WE,Tower without Radar,282,"1,275",805,0,"2,362",0,0,4,0,4,27,176,"1,088",7,"1,298",0,0,0,0,0,"1,529",6,"1,535","5,195","5,199",
01/1990,MGM ,AL,ASO,ES,Towers with Radar,324,951,"2,484","1,294","5,053",0,263,"2,463",352,"3,078",107,106,227,3,443,0,0,0,0,0,978,168,"1,146","6,642","9,720",
01/1990,MGW ,WV,AEA,CE,Towers with Display (VFR),0,444,502,9,955,0,0,0,0,0,10,344,"1,055",185,"1,594",0,0,0,0,0,"1,738",232,"1,970","4,519","4,519",
01/1990,MHT ,NH,ANE,EN,Towers with Radar,748,"2,037","2,034",0,"4,819",0,"1,644",682,190,"2,516",37,373,"1,400",22,"1,832",0,0,0,0,0,"2,722",14,"2,736","9,387","11,903",
01/1990,MIA ,FL,ASO,ES,Towers with Radar,"25,354","7,791","7,349",683,"41,177",32,365,"4,353",370,"5,120",0,0,0,0,0,0,0,0,0,0,0,0,0,"41,177","46,297",
Sub-Total for Unknown,,,,,,"26,102","9,828","9,383",683,"45,996",32,"2,009","5,035",560,"7,636",37,373,"1,400",22,"1,832",0,0,0,0,0,"2,722",14,"2,736","50,564","58,200",
01/1990,MIC ,MN,AGL,CE,Towers with Display (VFR),0,0,630,0,630,0,0,0,0,0,0,684,"5,257",27,"5,968",0,0,0,0,0,"7,882",38,"7,920","14,518","14,518",
01/1990,MIE ,IN,AGL,CE,Towers with Display (VFR),0,67,619,12,698,0,0,0,0,0,0,26,"2,372",35,"2,433",0,0,0,0,0,720,70,790,"3,921","3,921",
Sub-Total for Unknown,,,,,,0,67,"1,249",12,"1,328",0,0,0,0,0,0,710,"7,629",62,"8,401",0,0,0,0,0,"8,602",108,"8,710","18,439","18,439",
Sub-Total for AGL,,,,,,0,67,"1,249",12,"1,328",0,0,0,0,0,0,710,"7,629",62,"8,401",0,0,0,0,0,"8,602",108,"8,710","18,439","18,439",
01/1990,MKC ,MO,ACE,CE,Combined TRACON & Tower with Radar,0,407,"3,186",18,"3,611",0,0,0,0,0,2,87,"4,666",55,"4,810",0,0,0,0,0,"4,391",4,"4,395","12,816","12,816",
01/1990,MKE ,WI,AGL,CE,Towers with Radar,"6,164","4,091","3,709",299,"14,263",818,"1,371","2,597",52,"4,838",305,359,0,90,754,0,0,0,0,0,"1,200",58,"1,258","16,275","21,113",
01/1990,MKG ,MI,AGL,CE,Towers with Radar,0,724,"2,129",119,"2,972",76,304,739,0,"1,119",0,109,0,155,264,0,0,0,0,0,"1,060",140,"1,200","4,436","5,555",
Sub-Total for Unknown,,,,,,"6,164","4,815","5,838",418,"17,235",894,"1,675","3,336",52,"5,957",305,468,0,245,"1,018",0,0,0,0,0,"2,260",198,"2,458","20,711","26,668",
Sub-Total for CE,,,,,,"6,164","5,289","10,273",448,"22,174",894,"1,675","3,336",52,"5,957",307,"1,265","12,295",362,"14,229",0,0,0,0,0,"15,253",310,"15,563","51,966","57,923",
Sub-Total for AGL,,,,,,"6,164","4,815","5,838",418,"17,235",894,"1,675","3,336",52,"5,957",305,468,0,245,"1,018",0,0,0,0,0,"2,260",198,"2,458","20,711","26,668",
01/1990,MKK ,HI,AWP,WE,Towers with Display (VFR),0,"1,037",41,18,"1,096",0,0,0,0,0,0,"1,046",405,63,"1,514",0,0,0,0,0,342,34,376,"2,986","2,986",
01/1990,MLB ,FL,ASO,ES,Towers with Display (VFR),860,451,"4,061",0,"5,372",0,0,0,0,0,127,153,"9,124",9,"9,413",0,0,0,0,0,"10,677",0,"10,677","25,462","25,462",
Sub-Total for Unknown,,,,,,860,"1,488","4,102",18,"6,468",0,0,0,0,0,127,"1,199","9,529",72,"10,927",0,0,0,0,0,"11,019",34,"11,053","28,448","28,448",
01/1990,MLI ,IL,AGL,CE,Towers with Radar,800,"1,894","2,315",108,"5,117",15,295,"1,712",42,"2,064",56,63,0,48,167,0,0,0,0,0,"1,256",82,"1,338","6,622","8,686",
01/1990,MLU ,LA,ASW,CE,Towers with Radar,365,708,"2,685",92,"3,850",0,19,648,79,746,65,105,0,23,193,0,0,0,0,0,"2,420",320,"2,740","6,783","7,529",
Sub-Total for Unknown,,,,,,"1,165","2,602","5,000",200,"8,967",15,314,"2,360",121,"2,810",121,168,0,71,360,0,0,0,0,0,"3,676",402,"4,078","13,405","16,215",
Sub-Total for CE,,,,,,"1,165","2,602","5,000",200,"8,967",15,314,"2,360",121,"2,810",121,168,0,71,360,0,0,0,0,0,"3,676",402,"4,078","13,405","16,215",
01/1990,MMU ,NJ,AEA,EN,Towers with Display (VFR),0,0,"1,564",30,"1,594",0,0,0,0,0,0,6,"8,972",63,"9,041",0,0,0,0,0,"5,308",10,"5,318","15,953","15,953",
01/1990,MOB ,AL,ASO,CE,Towers with Radar,"1,269",412,"2,268","1,218","5,167",3,225,"1,515","1,154","2,897",175,21,0,6,202,0,0,0,0,0,854,"1,006","1,860","7,229","10,126",
01/1990,MOD ,CA,AWP,WE,Towers with Display (VFR),0,754,719,32,"1,505",0,0,0,0,0,0,829,"2,110",45,"2,984",0,0,0,0,0,"1,646",44,"1,690","6,179","6,179",
01/1990,MOT ,ND,AGL,CE,Towers with Display (VFR),270,220,292,8,790,0,0,0,0,0,24,108,501,0,633,0,0,0,0,0,"1,294",384,"1,678","3,101","3,101",
01/1990,MRI ,AK,AAL,WE,Towers with Display (VFR),0,54,193,0,247,0,0,0,0,0,0,528,"2,382",0,"2,910",0,0,0,0,0,"6,578",0,"6,578","9,735","9,735",
Sub-Total for Unknown,,,,,,270,"1,028","1,204",40,"2,542",0,0,0,0,0,24,"1,465","4,993",45,"6,527",0,0,0,0,0,"9,518",428,"9,946","19,015","19,015",
01/1990,MRY ,CA,AWP,WE,Towers with Radar,549,"1,788","4,769",308,"7,414",0,46,"1,019",94,"1,159",64,129,6,29,228,0,0,0,0,0,"1,588",178,"1,766","9,408","10,567",
Sub-Total for WE,,,,,,549,"1,842","4,962",308,"7,661",0,46,"1,019",94,"1,159",64,657,"2,388",29,"3,138",0,0,0,0,0,"8,166",178,"8,344","19,143","20,302",
01/1990,MSN ,WI,AGL,CE,Towers with Radar,"1,491",774,"4,087",532,"6,884",0,439,"1,577",38,"2,054",199,56,27,189,471,0,0,0,0,0,"3,258",508,"3,766","11,121","13,175",
Sub-Total for Unknown,,,,,,"2,040","2,562","8,856",840,"14,298",0,485,"2,596",132,"3,213",263,185,33,218,699,0,0,0,0,0,"4,846",686,"5,532","20,529","23,742",
01/1990,MSO ,MT,ANM,WE,Tower without Radar,398,"1,074",211,0,"1,683",0,0,0,0,0,27,193,729,21,970,0,0,0,0,0,"1,062",0,"1,062","3,715","3,715",
